synset_id,gloss
13098,"khái niệm chỉ ký tự thứ hai trong bảng chữ cái"
13099,"khái niệm chỉ ký tự thứ ba trong bảng chữ cái"
13100,"khái niệm chỉ chữ cái Latinh đứng thứ tư"
13101,"khái niệm chỉ một chữ cái trong bảng chữ cái Việt"
13102,"khái niệm chỉ ký tự trong bảng chữ cái Latinh"
13103,"khái niệm chỉ ký tự đứng thứ mười một trong bảng chữ cái"
13104,"khái niệm chỉ ký tự thứ mười một của bảng chữ cái"
13105,"khái niệm chỉ ký tự Latin thứ mười ba trong bảng chữ cái"
13106,"khái niệm chỉ ký tự thứ mười bốn trong bảng chữ cái"
13107,"khái niệm chỉ vật che mưa nắng cầm trên tay"
13108,"khái niệm chỉ chữ cái thuộc bảng chữ cái tiếng Việt"
13109,"khái niệm chỉ ký tự trong bảng chữ cái Việt"
13110,"khái niệm chỉ ký tự thứ mười chín trong bảng chữ cái"
13111,"khái niệm chỉ ký tự Latinh đứng thứ hai mươi"
13112,"khái niệm chỉ hình dạng giống chữ cái V trong bảng chữ cái"
13113,"khái niệm chỉ chữ cái đứng thứ 25 trong bảng chữ cái"
13114,"khái niệm chỉ chữ cái Latin, thường dùng trong phiên âm"
13115,"khái niệm chỉ kí tự Latinh trong bảng chữ cái tiếng Việt"
13116,"khái niệm chỉ chữ cái thường/hoa trong bảng chữ cái Việt"
13117,"khái niệm chỉ ký tự Latinh đứng ở cuối bảng chữ cái"
13118,"khái niệm chỉ kí tự cuối cùng trong bảng chữ cái Latinh"
13119,"khái niệm chỉ chữ cái Latin đứng thứ sáu"
13120,"khái niệm chỉ kí tự trong bảng chữ cái Latinh"
13121,"khái niệm chỉ chữ cái Latin thứ chín"
13122,"khái niệm chỉ ký tự thứ mười hai trong bảng chữ cái"
13123,"khái niệm chỉ ký tự trong bảng chữ cái Latinh"
13124,"khái niệm chỉ chữ cái thứ năm trong bảng chữ cái"
13125,"khái niệm chỉ ký tự Latinh hình tròn"
13126,"khái niệm chỉ ký tự trong bảng chữ cái Latinh"
13127,"khái niệm chỉ hình ảnh so sánh số liệu bằng cột"
13128,"khái niệm chỉ hình tròn chia phần thể hiện tỉ lệ"
13129,"khái niệm chỉ tập hợp các từ có nghĩa tạo thành mạch lạc"
13130,"khái niệm chỉ cách giao tiếp bằng cử động tay, nét mặt"
13131,"khái niệm chỉ việc thắng tất cả các ván bài quan trọng"
13132,"khái niệm chỉ hoạt động tập trung vào một ngày đặc biệt"
13133,"khái niệm chỉ trạng thái thiếu sự chặt chẽ, kiểm soát"
13134,"khái niệm chỉ việc tàu thuyền bị chìm xuống nước"
13135,"khái niệm chỉ nơi tàu thuyền có thể đi lại an toàn"
13136,"khái niệm chỉ sự kiện kết thúc một giai đoạn học tập"
13137,"khái niệm chỉ tiếng động lớn kèm theo ánh sáng do phóng điện"
13138,"khái niệm chỉ việc tập hợp nhiều người hoặc vật lại một chỗ"
13139,"khái niệm chỉ ánh sáng lóe lên trong thời gian cực ngắn"
13140,"khái niệm chỉ nước biển dâng cao nhất theo chu kỳ"
13141,"khái niệm chỉ hoạt động chạy đua trên sân có đường kẻ"
13142,"khái niệm chỉ việc làm cho cái gì đó yếu hơn"
13143,"khái niệm chỉ công việc mang tính cá nhân"
13144,"khái niệm chỉ việc mất mát trang bị trong quân đội"
13145,"khái niệm chỉ hoạt động tranh tài tốc độ bằng sức người"
13146,"khái niệm chỉ âm thanh tạo ra do va chạm"
13147,"khái niệm chỉ hành động gộp nhiều thứ thành một thể duy nhất"
13148,"khái niệm chỉ bộ phận nảy để mở đóng hộp"
13149,"khái niệm chỉ việc bắt đầu tồn tại của sự vật"
13150,"khái niệm chỉ chất lỏng rời khỏi vật chứa"
13151,"khái niệm chỉ âm thanh do vật rơi vào nước"
13152,"khái niệm chỉ việc tàu thuyền bị chìm dưới nước"
13153,"khái niệm chỉ dao động lan truyền trên mặt nước hoặc môi trường"
13154,"khái niệm chỉ âm thanh the thé, kéo dài, tốc độ cao"
13155,"khái niệm chỉ âm thanh lợn tạo ra bằng mũi"
13156,"khái niệm chỉ việc một sinh vật bắt đầu cuộc sống"
13157,"khái niệm chỉ âm thanh phát ra khi ngủ do khó thở"
13158,"khái niệm chỉ dao động lan truyền trong môi trường"
13159,"khái niệm chỉ hoạt động tranh tài để tìm người giỏi nhất"
13160,"khái niệm chỉ ánh sáng xuất hiện đột ngột trong khoảnh khắc"
13161,"khái niệm chỉ hoạt động ăn uống, vui chơi cùng nhau"
13162,"khái niệm chỉ khoảng thời gian hoặc giai đoạn sự việc"
13163,"khái niệm chỉ tập hợp người cùng hướng về mục tiêu chung"
13164,"khái niệm chỉ cảm giác buồn vì điều không may đã xảy ra"
13165,"khái niệm chỉ âm thanh lớn, liên tục, gây khó chịu"
13166,"khái niệm chỉ yếu tố ảnh hưởng sự việc, khó đoán trước"
13167,"khái niệm chỉ sự đụng mạnh giữa hai vật thể"
13168,"khái niệm chỉ âm thanh nhỏ thoát ra từ miệng"
13169,"khái niệm chỉ cảm giác buồn bã do chịu đựng điều tệ hại"
13170,"khái niệm chỉ sự thay đổi liên tục của tình trạng"
13171,"khái niệm chỉ thời điểm mặt trời bắt đầu hiện lên"
13172,"khái niệm chỉ âm thanh lớn gây khó chịu"
13173,"khái niệm chỉ sự thay đổi điện thế đột ngột"
13174,"khái niệm chỉ một vòng lặp các sự kiện"
13175,"khái niệm chỉ hành động kết nối hai hoặc nhiều vật"
13176,"khái niệm chỉ âm thanh tạo ra do va chạm"
13177,"khái niệm chỉ ánh sáng có độ phản chiếu cao"
13178,"khái niệm chỉ âm thanh lớn kéo dài vọng lại"
13179,"khái niệm chỉ việc không may xảy ra gây hậu quả"
13180,"khái niệm chỉ thay đổi lớn so với hình dạng ban đầu"
13181,"khái niệm chỉ hiện tượng nước biển dâng cao bất thường"
13182,"khái niệm chỉ việc làm theo khuôn mẫu đã có"
13183,"khái niệm chỉ âm thanh báo hiệu bằng nhạc cụ gõ"
13184,"khái niệm chỉ lúc cần đưa ra lựa chọn quan trọng"
13185,"khái niệm chỉ ánh sáng xuất hiện đột ngột và biến mất nhanh"
13186,"khái niệm chỉ việc không còn sở hữu thứ gì"
13187,"khái niệm chỉ hành động vượt qua ranh giới vào bên trong"
13188,"khái niệm chỉ việc không đạt được điều mong muốn"
13189,"khái niệm chỉ hành động trả lại điều tốt đẹp đã nhận"
13190,"khái niệm chỉ điểm gặp gỡ của hai hay nhiều đường"
13191,"khái niệm chỉ quá trình thời gian hoặc không gian thay đổi"
13192,"khái niệm chỉ âm thanh kim loại nhỏ va chạm nhau"
13193,"khái niệm chỉ điều không may xảy đến với người"
13194,"khái niệm chỉ nước biển dâng lên và hạ xuống theo chu kỳ"
13195,"khái niệm chỉ âm thanh lớn do vật va chạm mạnh"
13196,"khái niệm chỉ sự việc chắc chắn xảy ra trong tương lai"
13197,"khái niệm chỉ âm thanh chó tạo ra"
13198,"khái niệm chỉ âm thanh khô ráp phát ra liên tiếp"
13199,"khái niệm chỉ âm thanh lớn phát ra liên tục"
13200,"khái niệm chỉ giai đoạn thay đổi từ trạng thái cũ sang mới"
13201,"khái niệm chỉ thời điểm mặt trời xuống dưới đường chân trời"
13202,"khái niệm chỉ cảm giác mang lại sự hài lòng, dễ chịu"
13203,"khái niệm chỉ việc không đạt được mục tiêu"
13204,"khái niệm chỉ hoạt động đối kháng để giành chiến thắng"
13205,"khái niệm chỉ sự tác động giữa hai hoặc nhiều vật thể"
13206,"khái niệm chỉ điều xảy ra, thu hút sự chú ý của cộng đồng"
13207,"khái niệm chỉ trạng thái mất ý thức tạm thời"
13208,"khái niệm chỉ sự kiện gây ra mất mát lớn"
13209,"khái niệm chỉ tình huống khó khăn và nguy hiểm"
13210,"khái niệm chỉ điều xảy ra sau một hành động"
13211,"khái niệm chỉ điều đã xảy ra hoặc được nhắc đến"
13212,"khái niệm chỉ trận đấu cuối cùng quyết định ngôi vô địch"
13213,"khái niệm chỉ thay đổi sâu sắc về tư tưởng và văn hóa"
13214,"khái niệm chỉ nước biển rút khỏi bờ vào thời gian nhất định"
13215,"khái niệm chỉ điều mang đến cảm xúc hạnh phúc"
13216,"khái niệm chỉ sự cố gây ra thiệt hại ngoài ý muốn"
13217,"khái niệm chỉ sự mất cân bằng gây ra dao động"
13218,"khái niệm chỉ hành động đưa vật vào chất lỏng"
13219,"khái niệm chỉ cuộc thi thể thao để tìm người thắng"
13220,"khái niệm chỉ sự việc gây đau khổ mất mát lớn"
13221,"khái niệm chỉ hành động chạm mạnh vào nhau"
13222,"khái niệm chỉ việc hai hoặc nhiều hành động diễn ra cùng lúc"
13223,"khái niệm chỉ hành động làm gián đoạn, ngắt quãng một việc"
13224,"khái niệm chỉ sự việc xảy ra không báo trước"
13225,"khái niệm chỉ việc gặp điều tốt lành bất ngờ"
13226,"khái niệm chỉ hành động chất lỏng thoát ra mạnh mẽ"
13227,"khái niệm chỉ hành động rơi từ trên cao xuống"
13228,"khái niệm chỉ sự chạm mạnh giữa hai vật thể"
13229,"khái niệm chỉ sức mạnh tiềm tàng bên trong cơ thể"
13230,"khái niệm chỉ hành động chạm vào nhau của hai vật"
13231,"khái niệm chỉ trạng thái giảm sút về chất lượng"
13232,"khái niệm chỉ trạng thái mọi việc được làm xong"
13233,"khái niệm chỉ hành động thể hiện sự tôn kính thần thánh"
13234,"khái niệm chỉ sự đổi hướng của ánh sáng khi truyền qua môi trường"
13235,"khái niệm chỉ nước chảy dưới lòng đất"
13236,"khái niệm chỉ nơi gặp gỡ, kết nối các đường, luồng"
13237,"khái niệm chỉ số lượng người trong quân đội bị mất"
13238,"khái niệm chỉ hành động làm hư hại nặng nề một vật thể"
13239,"khái niệm chỉ việc chất lỏng/khí thoát ra ngoài ý muốn"
13240,"khái niệm chỉ âm thanh nhỏ do chim chóc tạo ra"
13241,"khái niệm chỉ phần cấu tạo nên một tổng thể"
13242,"khái niệm chỉ âm thanh phát ra khi giận dữ"
13243,"khái niệm chỉ dao động mạnh của nước trên biển"
13244,"khái niệm chỉ việc chắc chắn xảy ra trong tương lai"
13245,"khái niệm chỉ âm thanh kim loại va chạm nhau"
13246,"khái niệm chỉ sự kiện lạ thường do thế lực siêu nhiên"
13247,"khái niệm chỉ hành động tự ý rời khỏi công việc"
13248,"khái niệm chỉ việc súng không bắn ra đạn"
13249,"khái niệm chỉ cuộc thi chọn ra người thắng vào vòng trong"
13250,"khái niệm chỉ âm thanh dội lại liên tục từ vật"
13251,"khái niệm chỉ việc không đạt được mục tiêu"
13252,"khái niệm chỉ sự việc đánh dấu thay đổi lớn của lịch sử"
13253,"khái niệm chỉ sự non nớt do ít trải qua việc đời"
13254,"khái niệm chỉ việc đánh bại đối thủ trong cuộc đấu"
13255,"khái niệm chỉ âm thanh gà mái kêu sau khi đẻ"
13256,"khái niệm chỉ hành động làm cho vật thể không còn liền nhau"
13257,"khái niệm chỉ việc lặp lại theo thời gian"
13258,"khái niệm chỉ điều tồi tệ xảy đến với ai đó"
13259,"khái niệm chỉ người bị chết hoặc bị thương trong tai nạn"
13260,"khái niệm chỉ âm thanh vang vọng, kéo dài"
13261,"khái niệm chỉ âm thanh đặc trưng của loài ngựa"
13262,"khái niệm chỉ trạng thái không bị kiểm soát, quản lý"
13263,"khái niệm chỉ hình ảnh mặt nước rung động nhẹ"
13264,"khái niệm chỉ cảm xúc gây khó chịu trong lòng"
13265,"khái niệm chỉ việc đi khỏi vị trí hoặc hướng ban đầu"
13266,"khái niệm chỉ sự việc gây cảm giác bất ngờ lớn"
13267,"khái niệm chỉ âm thanh do vật gì đó nổ nhỏ"
13268,"khái niệm chỉ trạng thái vất vả do gặp nhiều trắc trở"
13269,"khái niệm chỉ trạng thái lên xuống không đều của bề mặt"
13270,"khái niệm chỉ sóng biển tác động mạnh mẽ vào bờ"
13271,"khái niệm chỉ sự việc xảy ra trước sự việc khác"
13272,"khái niệm chỉ hành động di chuyển liên tục của vật"
13273,"khái niệm chỉ âm thanh lớn đột ngột do va chạm"
13274,"khái niệm chỉ âm thanh do vật mỏng cọ xát"
13275,"khái niệm chỉ sự cố gây tổn hại lớn về người và của"
13276,"khái niệm chỉ điều xảy ra gây chú ý"
13277,"khái niệm chỉ âm thanh hoặc tín hiệu có mặt thường xuyên"
13278,"khái niệm chỉ điện tích không di chuyển gây ra phóng điện"
13279,"khái niệm chỉ sự kiện khác thường khó tin"
13280,"khái niệm chỉ trạng thái vật chất trở nên đặc, sánh hơn"
13281,"khái niệm chỉ âm thanh phát ra khi chân chạm đất"
13282,"khái niệm chỉ âm thanh do vật thể rơi xuống nước"
13283,"khái niệm chỉ tập hợp các bước tạo ra sản phẩm"
13284,"khái niệm chỉ nước biển hạ thấp theo chu kỳ"
13285,"khái niệm chỉ âm thanh do vật nặng rơi xuống"
13286,"khái niệm chỉ đường cong lõm trên vật thể trụ tròn"
13287,"khái niệm chỉ hành động đổi vị trí cho người khác"
13288,"khái niệm chỉ hoạt động vận động bầu cử"
13289,"khái niệm chỉ âm thanh phát ra từ chất lỏng"
13290,"khái niệm chỉ cuộc thi lái xe trên địa hình hiểm trở"
13291,"khái niệm chỉ hành động rời khỏi một vị trí đến vị trí khác"
13292,"khái niệm chỉ âm thanh nhỏ, rời rạc do vật cứng va chạm"
13293,"khái niệm chỉ trạng thái khó hiểu, khó giải quyết"
13294,"khái niệm chỉ bệnh lây lan nhanh trên diện rộng"
13295,"khái niệm chỉ âm thanh phát ra từ tiếng kêu của con dê"
13296,"khái niệm chỉ đám cháy lớn gây thiệt hại"
13297,"khái niệm chỉ người hoặc tổ chức làm ra sản phẩm"
13298,"khái niệm chỉ sự kiện gây bất ngờ và khó chịu"
13299,"khái niệm chỉ việc tạm dừng hoặc chấm dứt hoạt động"
13300,"khái niệm chỉ âm thanh do vật cứng va chạm"
13301,"khái niệm chỉ tiếng động lớn do vỡ tan nhanh"
13302,"khái niệm chỉ chuyển động quanh một điểm hoặc trục"
13303,"khái niệm chỉ tình huống điện hoạt động bất thường"
13304,"khái niệm chỉ hành động thay đổi hướng đi ban đầu"
13305,"khái niệm chỉ âm thanh phát ra từ động cơ hoặc họng"
13306,"khái niệm chỉ hoạt động thể thao dùng đĩa bay"
13307,"khái niệm chỉ trạng thái vật thể bị tách rời thành nhiều mảnh"
13308,"khái niệm chỉ thời điểm bắt đầu của một ngày/sự vật"
13309,"khái niệm chỉ nước hoặc khí chuyển động theo hình tròn"
13310,"khái niệm chỉ dấu hiệu cho thấy điều sắp xảy ra"
13311,"khái niệm chỉ dòng không khí di chuyển theo hướng nhất định"
13312,"khái niệm chỉ sự việc kéo theo sau một sự kiện khác"
13313,"khái niệm chỉ âm thanh mèo tạo ra để giao tiếp"
13314,"khái niệm chỉ vệt nước do vật di chuyển tạo ra"
13315,"khái niệm chỉ việc chất lỏng rơi từng giọt"
13316,"khái niệm chỉ kết quả từ hành động gây ra trước đó"
13317,"khái niệm chỉ chuỗi trận đấu liên tiếp"
13318,"khái niệm chỉ một sự việc diễn ra có thứ tự"
13319,"khái niệm chỉ lượng nhỏ, không đáng kể"
13320,"khái niệm chỉ thứ thu được sau quá trình"
13321,"khái niệm chỉ hành động gây dựng cái gì đó đầu tiên"
13322,"khái niệm chỉ việc biến đổi vị trí ngược lại ban đầu"
13323,"khái niệm chỉ trạng thái sự việc đang xảy ra"
13324,"khái niệm chỉ âm thanh chói tai do kim loại cọ xát"
13325,"khái niệm chỉ trạng thái hoạt động bị ngừng trệ"
13326,"khái niệm chỉ việc ngâm mình lâu trong nước"
13327,"khái niệm chỉ Mặt Trăng che khuất Mặt Trời"
13328,"khái niệm chỉ tiếng gà trống gáy vào buổi sáng"
13329,"khái niệm chỉ hành động bắt đầu một việc mới"
13330,"khái niệm chỉ vật bị đem ra thử nghiệm, hy sinh"
13331,"khái niệm chỉ lửa lan rộng gây thiệt hại lớn"
13332,"khái niệm chỉ thời điểm một việc hoàn toàn dừng lại"
13333,"khái niệm chỉ âm thanh tạo ra từ ngón tay"
13334,"khái niệm chỉ hành động bắt đầu một quá trình"
13335,"khái niệm chỉ khoảng cách giữa hai giới hạn"
13336,"khái niệm chỉ việc giảm dần về vị trí hoặc mức độ"
13337,"khái niệm chỉ trạng thái bớt căng thẳng trong quan hệ"
13338,"khái niệm chỉ âm thanh phát ra khi khóc nghẹn"
13339,"khái niệm chỉ âm thanh nhỏ do chim non tạo ra"
13340,"khái niệm chỉ tác động làm thay đổi quỹ đạo bóng"
13341,"khái niệm chỉ âm thanh vịt hoặc ngỗng phát ra"
13342,"khái niệm chỉ trạng thái trở nên yếu ớt hơn về sức mạnh"
13343,"khái niệm chỉ trạng thái không đi theo đường lối ban đầu"
13344,"khái niệm chỉ hành động làm cho vật thể lớn đổ xuống"
13345,"khái niệm chỉ trạng thái suy đồi về đạo đức, lối sống"
13346,"khái niệm chỉ nghi thức tiễn đưa người đã mất"
13347,"khái niệm chỉ trạng thái ngừng nhận biết thế giới"
13348,"khái niệm chỉ âm thanh ngắn lặp lại đều đặn"
13349,"khái niệm chỉ việc cá bị dính vào lưỡi câu"
13350,"khái niệm chỉ trạng thái yếu kém hơn so với trước"
13351,"khái niệm chỉ cuộc thi chạy tốc độ cao quãng đường ngắn"
13352,"khái niệm chỉ tác động ngược do lực đẩy tạo ra"
13353,"khái niệm chỉ việc đạt kết quả tốt hơn đối thủ"
13354,"khái niệm chỉ vòng đấu chọn ra bốn đội mạnh nhất"
13355,"khái niệm chỉ dòng chất lỏng chảy ra từng chút một"
13356,"khái niệm chỉ việc đất đá tụt xuống do tác động tự nhiên"
13357,"khái niệm chỉ âm thanh lẫn lộn gây khó chịu"
13358,"khái niệm chỉ cảm giác vui thích khó quên"
13359,"khái niệm chỉ trạng thái vật thể bị nước bao phủ"
13360,"khái niệm chỉ chất lỏng di chuyển liên tục"
13361,"khái niệm chỉ việc tăng nhanh đột ngột về số lượng"
13362,"khái niệm chỉ sự phát triển đột ngột vượt bậc"
13363,"khái niệm chỉ âm thanh lớn do vật nổ gây ra"
13364,"khái niệm chỉ hành động gây khó chịu cho người khác"
13365,"khái niệm chỉ âm thanh lớn do va chạm vật lý"
13366,"khái niệm chỉ âm thanh khó chịu do cọ xát tạo ra"
13367,"khái niệm chỉ quá trình trở nên khác biệt so với trước đây"
13368,"khái niệm chỉ hoạt động thi tài tốc độ bằng xe ô tô"
13369,"khái niệm chỉ sự kiện bắt đầu một chương trình"
13370,"khái niệm chỉ ánh sáng xuất hiện trong khoảng thời gian ngắn"
13371,"khái niệm chỉ hành động cố ý gây ra cái chết"
13372,"khái niệm chỉ sự kiện tranh tài để tìm người giỏi nhất"
13373,"khái niệm chỉ âm thanh lớn phát ra từ trống"
13374,"khái niệm chỉ vật dụng dùng để ép chất lỏng ra"
13375,"khái niệm chỉ khói dùng để bảo quản thực phẩm tươi"
13376,"khái niệm chỉ việc một vật thể chiếm không gian lớn hơn"
13377,"khái niệm chỉ trạng thái mất đoàn kết giữa các bên"
13378,"khái niệm chỉ sự việc xảy ra có thể quan sát"
13379,"khái niệm chỉ việc thêm vào để đầy đủ hơn"
13380,"khái niệm chỉ hình ảnh hướng dẫn tạo ra sản phẩm"
13381,"khái niệm chỉ sự kiện ăn mừng công trình hoàn thành"
13382,"khái niệm chỉ điều gây ra sự việc"
13383,"khái niệm chỉ âm thanh nhỏ do chim non phát ra"
13384,"khái niệm chỉ sự thay đổi theo một hướng nhất định"
13385,"khái niệm chỉ hành động vật thể di chuyển xuống dưới do trọng lực"
13386,"khái niệm chỉ việc không đạt được mục tiêu"
13387,"khái niệm chỉ bộ phận sau cùng của sự vật"
13388,"khái niệm chỉ sự kiện quan trọng tạo ra thay đổi"
13389,"khái niệm chỉ âm thanh nhỏ, liên tục do vật cứng va chạm"
13390,"khái niệm chỉ sự kiện gây ra cái chết bất ngờ"
13391,"khái niệm chỉ thời điểm cần hành động ngay để tránh nguy hiểm"
13392,"khái niệm chỉ thiệt hại do mất mát hoặc bị thương"
13393,"khái niệm chỉ hành động nói hoặc làm điều gì đó nhiều lần"
13394,"khái niệm chỉ rung động nhẹ của mặt đất"
13395,"khái niệm chỉ khoảnh khắc mang lại cảm xúc hạnh phúc"
13396,"khái niệm chỉ hành động ném vật đi xa bằng lực"
13397,"khái niệm chỉ rung động sau động đất mạnh"
13398,"khái niệm chỉ ánh sáng lúc mạnh lúc yếu"
13399,"khái niệm chỉ phần cuối cùng của một sự việc"
13400,"khái niệm chỉ hoạt động nhảy múa không theo khuôn mẫu"
13401,"khái niệm chỉ cuộc thi thể thao ném dụng cụ dài nhọn"
13402,"khái niệm chỉ trạng thái bệnh lý, thân nhiệt tăng cao"
13403,"khái niệm chỉ trạng thái bệnh hoặc nỗi đau giảm đi"
13404,"khái niệm chỉ sự cạnh tranh tăng cường quân sự giữa các nước"
13405,"khái niệm chỉ nước biển dâng cao theo chu kỳ"
13406,"khái niệm chỉ trạng thái không hoạt động được của đồ vật"
13407,"khái niệm chỉ sự rung chuyển mạnh của vỏ Trái Đất"
13408,"khái niệm chỉ sự đạt được đồng ý giữa các bên"
13409,"khái niệm chỉ âm thanh gà mái kêu khi đẻ trứng"
13410,"khái niệm chỉ âm thanh phát ra cùng lúc bởi nhiều người"
13411,"khái niệm chỉ hành động đến một nơi và được nhìn thấy"
13412,"khái niệm chỉ điều gì đó có cơ hội diễn ra"
13413,"khái niệm chỉ hành động chìm hẳn xuống dưới nước"
13414,"khái niệm chỉ sự vật nhô lên khỏi bề mặt"
13415,"khái niệm chỉ hoạt động cạnh tranh để giành phần thắng"
13416,"khái niệm chỉ hành động gây khó chịu, làm mất trật tự"
13417,"khái niệm chỉ thay đổi giọng nói ở tuổi dậy thì"
13418,"khái niệm chỉ điểm bắt đầu một quá trình"
13419,"khái niệm chỉ việc mất mát gây ảnh hưởng tiêu cực"
13420,"khái niệm chỉ quá trình vật thể dịch chuyển hướng phía trên"
13421,"khái niệm chỉ chuyển động qua lại không vững chắc"
13422,"khái niệm chỉ ký hiệu dùng để tách ý trong câu"
13423,"khái niệm chỉ khoảng thời gian đã, đang hoặc sẽ diễn ra"
13424,"khái niệm chỉ âm thanh do côn trùng bay tạo ra"
13425,"khái niệm chỉ việc chết của người hoặc động vật"
13426,"khái niệm chỉ âm thanh phát ra do dây thanh rung"
13427,"khái niệm chỉ buổi tiệc có nhảy múa"
13428,"khái niệm chỉ điều gây khó khăn cần vượt qua"
13429,"khái niệm chỉ sự lỏng lẻo, mất độ chặt chẽ của vật liệu"
13430,"khái niệm chỉ việc làm cho vật gì đó trở nên kém giá trị"
13431,"khái niệm chỉ mức độ giảm xuống so với ban đầu"
13432,"khái niệm chỉ khoảng thời gian xảy ra sự việc"
13433,"khái niệm chỉ âm thanh nhỏ khó nghe từ nhiều người"
13434,"khái niệm chỉ âm thanh lớn, liên tục, lặp đi lặp lại"
13435,"khái niệm chỉ va chạm mạnh gây tiếng động lớn"
13436,"khái niệm chỉ cuộc cạnh tranh có sự tham gia đa dạng"
13437,"khái niệm chỉ âm thanh gà trống phát ra vào buổi sáng"
13438,"khái niệm chỉ thay đổi lớn về hệ thống xã hội"
13439,"khái niệm chỉ âm thanh lớn do nổ gây ra"
13440,"khái niệm chỉ chuyển động nhấp nhô trên mặt nước"
13441,"khái niệm chỉ âm thanh kim loại va chạm vào nhau"
13442,"khái niệm chỉ tiếng vang lớn do âm thanh phản xạ"
13443,"khái niệm chỉ hoạt động tranh tài cao thấp về tốc độ"
13444,"khái niệm chỉ nghi thức công bố và chúc phúc cho hôn nhân"
13445,"khái niệm chỉ trạng thái không ổn định của sự vật"
13446,"khái niệm chỉ trạng thái không phân định hơn thua giữa hai bên"
13447,"khái niệm chỉ điều kiện tác động đến cuộc sống con người"
13448,"khái niệm chỉ hoạt động rèn luyện kỹ năng quân sự"
13449,"khái niệm chỉ việc vật thể mất cân bằng và đổ xuống"
13450,"khái niệm chỉ âm thanh phát ra do va chạm khẽ"
13451,"khái niệm chỉ hành động chuyển động quanh một trục"
13452,"khái niệm chỉ vòng thi đầu tiên để chọn người giỏi"
13453,"khái niệm chỉ việc chân mất thăng bằng và ngã"
13454,"khái niệm chỉ hành động xoay tròn một điểm"
13455,"khái niệm chỉ sự khác thường về hình thái cơ thể"
13456,"khái niệm chỉ Mặt Trăng bị che khuất bởi bóng Trái Đất"
13457,"khái niệm chỉ âm thanh lớn gây khó chịu"
13458,"khái niệm chỉ hành động làm cho vật phù hợp hơn"
13459,"khái niệm chỉ hành động kết hợp vào một tập thể"
13460,"khái niệm chỉ lực đẩy súng ngược về sau khi bắn"
13461,"khái niệm chỉ yếu tố gây cảm xúc mạnh mẽ trong tác phẩm"
13462,"khái niệm chỉ trận đấu trước vòng cuối cùng"
13463,"khái niệm chỉ việc giúp đất đai sinh trưởng tốt"
13464,"khái niệm chỉ chuyện không may mắn xảy ra với ai đó"
13465,"khái niệm chỉ nơi sự vật bắt đầu hoặc sinh ra"
13466,"khái niệm chỉ hành động dừng lại một hoạt động nào đó"
13467,"khái niệm chỉ hành động vật thể bị mất thăng bằng"
13468,"khái niệm chỉ buổi ăn uống tổ chức ở không gian mở"
13469,"khái niệm chỉ sự việc gây mất uy tín và ồn ào"
13470,"khái niệm chỉ âm thanh nhỏ liên tục của lửa cháy"
13471,"khái niệm chỉ hoạt động chạy theo đội, người này nối người kia"
13472,"khái niệm chỉ hành động va chạm liên tục gây tiếng ồn"
13473,"khái niệm chỉ hiện tượng rối loạn mạnh trong từ trường Trái Đất"
13474,"khái niệm chỉ hành động làm phiền, gây khó chịu"
13475,"khái niệm chỉ sự thay đổi theo chiều hướng xấu đi"
13476,"khái niệm chỉ hành động làm cho vật không còn tồn tại"
13477,"khái niệm chỉ nước biển dâng lên và hạ xuống theo chu kỳ"
13478,"khái niệm chỉ việc gây ảnh hưởng lớn tới cộng đồng"
13479,"khái niệm chỉ nước rơi nhanh từ trên trời"
13480,"khái niệm chỉ việc đạt kết quả tốt mà không tốn sức"
13481,"khái niệm chỉ vật thể chặn ánh sáng từ ngôi sao"
13482,"khái niệm chỉ hành động cảm nhận bằng vị giác một điều gì đó"
13483,"khái niệm chỉ âm thanh phát ra từ tiếng kêu của con dê"
13484,"khái niệm chỉ tín hiệu truyền thông tin giữa các tế bào thần kinh"
13485,"khái niệm chỉ buổi tụ tập để mọi người cùng nhau nhảy múa"
13486,"khái niệm chỉ chuyển động lặp lại đều đặn của vật"
13487,"khái niệm chỉ ngày kỷ niệm Chúa Jesus ra đời"
13488,"khái niệm chỉ sự kiện mọi người mặc trang phục đặc biệt"
13489,"khái niệm chỉ ngày học sinh bắt đầu năm học mới"
13490,"khái niệm chỉ ngày lễ dành cho trẻ em"
13491,"khái niệm chỉ cảm giác buồn vì lỗi lầm gây ra"
13492,"khái niệm chỉ hành động lo lắng vượt mức cần thiết"
13493,"khái niệm chỉ khả năng cảm nhận điều sắp xảy ra"
13494,"khái niệm chỉ cảm giác mất mặt trước mọi người"
13495,"khái niệm chỉ tình cảm gắn bó giữa người với người"
13496,"khái niệm chỉ cảm giác mạnh mẽ trong lòng do tác động"
13497,"khái niệm chỉ tình trạng không đủ khả năng giải quyết"
13498,"khái niệm chỉ cảm xúc giận dữ, bực bội dồn nén trong lòng"
13499,"khái niệm chỉ cảm giác rất khó chịu muốn tránh né"
13500,"khái niệm chỉ ham muốn xác thịt giữa người với người"
13501,"khái niệm chỉ cảm giác lo sợ cực độ trước điều gì"
13502,"khái niệm chỉ khả năng hiểu và chia sẻ cảm xúc người khác"
13503,"khái niệm chỉ trạng thái cảm xúc tích cực, dễ chịu"
13504,"khái niệm chỉ cảm xúc quý giá giữa người với người"
13505,"khái niệm chỉ cảm giác buồn bã khi mất mát điều gì"
13506,"khái niệm chỉ cảm giác bất ngờ vì điều không ngờ"
