word_id,word
53008,gỗ sồi
53011,cây thương lục Mĩ
53013,thương lục Mĩ
53027,hoa kim anh
53028,lúa mì
53030,tiểu mạch
53031,cây lúa mì
53035,cây cúc
53037,củ hành tây
53039,quả
53053,cây bìm
53054,bìm bìm
53055,cây bìm bìm
53056,bìm bìm
53057,bìm bìm hoa tía
53058,bìm bìm hoa tím
53069,ngải
53080,rễ cây
53083,vỏ hạt
53084,vỏ chứa hạt
53085,bao hạt
53086,bao chứa hạt
53088,ngành Hạt trần
53092,bí ngô
53094,cây bí ngô
53099,ớt ngọt
53103,bông cúc
53104,bông hoa cúc
53106,dạ lan hương
53112,cây phong tín tử
53118,cây vô hoạn tử
53127,cây mộc lan
53128,cây hoa mộc lan
53134,thanh yên
53140,cây cần tây
53142,cây ỷ lăng
53145,cẩm quì
53150,khoai từ
53154,cây lan
53155,cây hoa lan
53157,cây phong lan
53158,cây hoa phong lan
53163,cây chôm chôm
53164,cây mây
53166,cây thuộc chi Mây
53170,song
53176,cây củ cải
53177,cải củ
53187,thực vật thủy sinh
53201,cây lấy trái
53202,thủy tiên vàng
53208,thực vật tự dưỡng
53209,cây tự dưỡng
53211,cây dành dành
53212,cây hoa dành dành
53218,trái dưa leo
53221,đậu tương
53222,cây đậu tương
53223,đỗ tương
53227,gỗ tếch
53231,đám sậy
53234,nụ hoa
53237,cây vông nem
53238,cây thân gỗ
53239,thực vật thân gỗ
53243,cây vú sữa
53245,cây điền thanh
53248,hoa đỗ quyên
53250,cây đỗ quyên
53251,cây thạch nam
53252,cây hoa đỗ quyên
53255,cây mãng cầu Mĩ
53257,cây mãng cầu Mỹ
53258,mãng cầu Hoa Kì
53260,cây mãng cầu Hoa Kì
53261,cây mãng cầu Hoa Kỳ
53264,cây rau dền
53291,thực vật họ hòa thảo
53292,chùy hoa
53295,thực vật không hoa
53296,thực vật ẩn hoa
53299,gốc đốn
53300,gốc bị đốn
53314,cây thế
53316,cây mâm xôi
53320,cây lựu
53324,cây năng
53325,cây ô liu
53326,cây ô-liu
53327,quả ô liu
53328,quả ô-liu
53329,ô liu
53334,cây tầm ngửi
53335,gỗ lãnh sam
53337,dưa lưới
53338,cây dưa lưới
53341,thực vật chi Ô rô
53343,cây chi Ô rô
53345,thực vật chi Acanthus
53346,thực vật thuộc chi Acanthus
53347,cây chi Acanthus
53348,cây thuộc chi Acanthus
53349,violet
53350,hoa violet
53351,cây violet
53354,cây hoa tím
53366,cây sắn
53368,củ sắn
53373,cây hồng quế
53375,Rosa rubiginosa
53378,vi ô lét
53379,vi-ô-lét
53380,cây vi ô lét
53381,cây vi-ô-lét
53382,cây hoa vi ô lét
53383,cây hoa vi-ô-lét
53387,cây giáp trúc đào
53396,cây thơm
53399,cây măng cụt
53400,cỏ lồng vực
53402,nhụy hoa
53405,lục bình
53408,bèo lộc bình bèo tây
53409,cây lục bình
53410,cây bèo tây
53413,cây anh đào
53416,lớp vỏ cây
53418,chùm hoa
53424,gỗ tre
53430,trung trụ
53434,cây sống lâu năm
53437,đài hoa
53440,cây vả
53441,cỏ mạch độc
53444,gỗ hồng sắc
53447,dương xỉ dáng lông
53458,cây huyết dụ
53460,cây dưa hấu
53462,cây cải lông
53465,cây cơm cháy
53489,cây hoa mẫu đơn
53498,cây khoai sọ
53500,cây cà phê
53503,dương xỉ thủy sinh
53505,cây cúc trường sinh
53507,cây cúc thỉ xa
53509,đinh hương
53510,cây đinh hương
53513,cây họ Cải
53515,lài
53517,cây hoa lài
53519,cây cà chua
53523,bệnh nấm
53538,cây cúc đại đóa
53546,Cannaceae
53548,cây mã đề
53557,húng
53564,cây húng
53565,cây húng quế
53566,cây húng giổi
53567,cây é quế
53569,cây húng vịt
53570,cây húng Láng
53574,bạch đậu khấu
53575,cây bạch đậu khấu
53578,thực vật chi hành
53580,cây chi hành
53583,cây hoa
53584,cây lấy hoa
53588,tầm gửi châu Mĩ
53592,cây lúa
53596,gốc cây
53610,lá súng
53611,lá cây súng
53614,bí trắng
53621,cây điều
53622,cây đào lộn hột
53624,đào lộn hột
53625,đại hồi
53627,cây đại hồi
53628,cây hồi hương
53642,vỏ cây thuốc
53643,gốc ghép
53645,thân ghép
53646,rễ ghép
53651,quả hạch
53653,xu hào
53657,ủ su hào
53665,cây bụt mọc ao
53669,bụi mâm xôi
53671,cây dừa
53672,quả dừa
53675,cây cọ
53676,lỗ khí
53680,trái bồ kết
53682,quả bồ kết
53683,bông hoa
53689,cây bắp
53695,giá trị
53703,cước vận chuyển
53705,phí
53706,phí vận chuyển
53712,vật mua được
53715,giá trị danh nghĩa
53722,quyền sở hữu đất
53723,quyền sở hữu đất đai
53726,tiền quỹ
53729,giấy hẹn trả tiền
53730,phí vận chuyển
53731,tiền vận chuyển
53733,cước phí vận chuyển
53735,phí cầu đường
53739,tiền nong
53740,tiền cho vay
53741,tiền cho mượn
53747,giấy ủy quyền
53748,tổn thất tài chính
53750,ngọc trai
53768,lãi
53769,lãi ròng
53780,giấy nợ kho bạc
53781,đồng mười đô
53783,sự xem xét lại
53788,tài nguyên vật chất
53790,hệ thống kế toán
53793,ngân bản vị
53795,đất đai
53797,sổ sách
53801,tư sản
53802,của cải
53803,tiền của
53806,tài sản thanh khoản
53811,thanh khoản
53814,vật chất
53821,ngoại viện
53826,tài sản chuyển nhượng
53827,tài sản chuyển giao
53830,tiền trả thêm
53838,viện trợ
53845,trợ cấp tài chính
53847,tiền boa
53850,tiền cho thêm
53857,thu nhập công từ thuế
53861,sổ sách kế toán
53868,thuế đậu tàu
53875,vật quí
53878,của quý
53882,chứng chỉ sở hữu cổ phần
53883,đồng năm xu Mĩ
53887,bản dự trù
53889,bản dự thảo ngân sách
53892,vốn lưu động
53898,tiền chiết khấu
53906,quyền thừa kế đất đai
53911,trái phiếu chính phủ
53912,tiền thưởng
53915,tiền bản quyền
53918,tiền chuyển đi
53923,vàng bạc châu báu
53925,đồng xu
53927,kho giống cây trồng
53929,kho dự trữ hạt giống
53930,kho hạt giống
53941,sự sở hữu chung
53942,sự sở hữu tập thể
53948,đoàn phí
53949,khoản điều chỉnh
53950,khoản tiền điều chỉnh
53960,tiền thưởng
53968,tài sản thế chấp
53969,tài sản đảm bảo
53973,vật bảo đảm
53975,vật kĩ quĩ
53984,lối chơi họ
53988,đồng tiền bạc
53992,tiền cho vay
53997,quà tặng
53998,đồ tặng
54000,tiền cá cược
54001,lãi
54018,nguồn
54022,động sản
54023,tài sản không xác thực
54030,trợ cấp sinh hoạt
54033,ngoại hối
54034,của cải
54035,tiền tài
54037,vật sở hữu
54042,chi phí cố định
54043,phí tổn cố định
54049,tiền thua cược
54050,tiền thua
54051,vật bị mất
54052,cái bị mất
54055,tiền hoàn lại
54056,chế độ sở hữu
54057,quyền sở hữu
54064,tiền trả lại
54065,tiền quyên góp
54066,tài sản quyên góp
54067,vật quyên góp
54068,đồ quyên góp
54069,giấy bạc
54070,tiền giấy
54072,tờ tiền
54077,bản vị vàng
54080,đồng xu một đô
54086,sự giàu có
54094,nguồn tài trợ dự án
54095,nguồn hỗ trợ dự án
54097,tiền vé
54098,tiền thu vé
54109,tiền cấp phát
54113,tiền tiêu vặt
54116,đồ dự trữ
54118,của để dành
54119,khoản hối lộ
54121,tiền hối lộ
54123,tiền đút lót
54124,giá trị kiểm kê
54126,của gia truyền
54130,vật gia bảo
54140,phần thưởng
54143,tài sản thừa kế
54144,của thừa kế
54146,của bất hợp pháp
54147,tài sản cứu được
54157,của thế chấp
54161,vật cầm cố
54162,vật thế chấp
54163,vật đem cầm
54167,sản nghiệp
54168,gia sản
54171,tờ năm mươi dollar
54177,tài sản tín thác
54178,tài sản được tín thác
54179,tài sản ủy thác
54181,tiền trả lại
54182,khoản trả lại
54185,số tiền hoàn lại
54190,bản cân đối tài khoản
54201,tiền bồi thường hợp đồng
54202,khoản tiền bồi thường hợp đồng
54203,khoản bồi thường hợp đồng
54226,tín dụng tuần hoàn
54233,của công
54236,phú quý
54241,sự phú quý
54244,quà sinh nhật
54251,tài sản thừa kế
54267,đồn điền
54271,tiền trả hàng năm
54272,tiền trả hằng năm
54274,thuế thu nhập khấu trừ trước
54280,quyền phụ hưởng
54285,tài sản bị ăn cắp
54287,tài sản bị ăn trộm
54289,kho báu
54292,VAT
54294,thuế giá trị gia tăng
54297,thuế thu nhập
54302,vật kiện
54304,vốn gốc
54305,vốn chính
54306,vốn nguyên thủy
54310,lãi suất chiết khấu
54313,tỉ lệ giảm giá
54317,tiền quyên góp
54320,phần được chia
54323,khoản lãi
54326,kho tiền
54334,phí
54335,phí tổn
54339,nợ chính phủ
54341,penny
54344,đồng xu đồng
54345,đồng tiền đồng
54347,lệ phí
54351,quĩ đầu tư
54354,tiền lỗ
54355,khoản tiền lỗ
54358,bảo đảm
54361,sự đảm bảo
54365,trái phiếu kho bạc ngắn hạn
54370,việc di tặng lại
54371,việc di tặng cho
54374,việc để của cho
54380,quyền chọn
54382,quyền lựa chọn
54388,phần chia
54390,tiền gửi
54391,tiền tiết kiệm
54393,tài chính
54400,của quý
54406,vật có giá trị
54409,tiền đánh bạc
54411,tài sản đặt cọc
54414,tài sản thừa kế kèm theo
54416,xu vàng
54418,đồng tiền vàng
54419,lợi thế thương mại
54423,tiền học phí
54429,tiền thanh toán
54432,khoản tiền thanh toán
54438,ngân khoản
54442,quá trình dãn dân
54444,sự thoái hóa
54446,sự biến đổi ngôn ngữ
54447,sự chảy nước mắt
54448,chảy nước mắt
54449,phép tịnh tiến
54455,sự gia tăng theo cấp số nhân
54456,sự cải thiện
54457,sự cải tiến
54460,sự sửa sang
54464,sự xúc tiến
54465,sự đi lên
54466,sự đông cứng
54470,sự đặc lại
54475,sự phân hủy
54476,sự mục nát
54477,sự thối rữa
54482,sự dịch chuyển
54483,sự chuyển dịch
54485,sự uốn nếp
54488,sự thổi mòn
54491,nuôi dưỡng
54500,sự đi tiểu
54502,sự đi tè
54504,tiểu tiện
54509,sự bình phục
54510,sự phục hồi
54511,sự hồi phục
54512,sự lại sức
54513,sự tan ra
54514,sự tan rã
54515,sự phân hủy
54516,sự xử lí dữ liệu theo lập trình
54517,sự bốc hơi
54518,sự hóa hơi
54520,xử lí
54522,việc xử lý
54525,cơ chế hóa học
54526,hiện tượng quang hợp
54527,cơ chế bảo vệ
54528,cơ chế phòng vệ
54529,cơ chế kháng cự
54530,sự cung ứng
54531,việc cung ứng
54532,sự cung cấp
54533,sự giảm bớt
54536,sự lắng đọng
54537,nguồn gốc
54542,sự sinh sản hữu tính
54543,sự đối lưu
54545,sự biến đổi nhiệt độ
54547,sự thay đổi nhiệt độ
54549,sự phân loại
54552,sự xói mòn
54555,sự phóng xạ
54556,sự bức xạ
54557,sự phát xạ
54560,sự phát xạ electron
54561,quá trình phát xạ electron
54563,sự đun sôi
54564,quá trình hữu cơ
54567,cháy
54571,sự đốt lửa
54573,đốt lửa
54574,sự giảm đi
54576,sự thu lại
54580,sự giảm
54582,sự suy giảm
54588,sự biến đổi trạng thái
54589,sự dị hóa
54592,sự tổng lực
54598,sự ăn mòn hóa học
54599,sự lành lại
54600,sự chữa lành
54601,sự ăn da non
54602,quá trình ngôn ngữ
54603,quá trình tan chảy
54604,sự tan
54605,sự tan chảy
54608,sự thích nghi
54620,việc rửa ảnh
54623,sự sinh sản vô tính
54626,ô-xi hóa
54629,sự ô-xi hóa
54630,sự ôxy hóa
54631,sự ô-xy hóa
54632,quá trình ôxy hóa
54633,quá trình ô-xi hóa
54634,quá trình ô-xy hóa
54635,phản ứng phân hạch
54637,phản ứng phân chia hạt nhân
54641,luồng khí
54645,sự làm việc
54650,hiện tượng điện phân
54651,cơ chế thoái lui
54652,sự thoái lui
54654,quá trình phản ứng
54655,quá trình phát triển của loài người
54657,sự lại giống
54659,xúc tác
54661,sự lưu trữ
54662,sự lưu trữ thông tin
54663,việc lưu trữ
54664,việc lưu trữ thông tin
54668,việc đi cầu
54674,sự phân rã
54676,quá trình kinh tế
54677,sự chiết
54678,sự bổ sung
54679,sự thêm vào
54682,sự bồi thêm vào
54683,sự bồi thêm
54684,sự bồi dần vào
54685,quá trình sinh lí
54687,sự ra hoa
54689,quá trình tự nhiên
54690,sự han
54691,sự gỉ
54694,sự thấm hút
54695,sự hút thấm
54696,quá trình xã hội
54699,nuốt lược
54700,lược nuốt
54702,quá trình lược âm
54704,sự tắc
54705,sự nghẽn
54708,sự kế thừa sinh thái
54710,sự làm đông lạnh
54711,quá trình đông lạnh
54712,sự lên men
54715,sự phát triển
54716,sự lớn lên
54718,sự hình thành
54719,sự kiến tạo
54720,sự tạo thành
54722,sự phân li
54723,sự phân hủy
54729,sự hư hoại
54730,sự hư nát
54731,sự mục nát
54735,việc ngâm
54737,sự khuếch tán
54739,sự lắng đọng sắc tố
54740,sự hình thành sắc tố
54741,sự thấm
54742,sự thấm vào
54743,sự thấm qua
54746,sự ngấm qua
54747,xử lí dữ liệu
54748,xử lý dữ liệu
54749,sự xử lí dữ liệu
54751,sự xử lý dữ liệu
54752,việc xử lý dữ liệu
54753,sự sinh nở
54754,sự sinh sản
54755,sự sinh đẻ
54756,sự đẻ
54758,ấm lên
54760,sự ấm lên
54761,sự nóng lên
54764,sự thủy phân
54772,ngâm chiết xuất
54773,việc làm xấu đi
54774,sự làm xấu đi
54775,sự làm tồi hơn
54776,sự làm tệ hơn
54778,sự bài tiết
54784,phép tỉnh lược
54791,ị
54792,ngâm hạt
54793,ngâm đậu
54794,vòng đời
54799,đơn vị đo độ nhớt
54805,đơn vị cân lường Anh-Mĩ
54811,kilôlít
54814,kl
54816,cable
54825,phiếu đa số
54827,đầu phiếu đa số
54833,đơn vị ánh sáng
54834,đơn vị điện từ
54835,đơn vị đo điện từ
54841,chất dự trữ
54842,năm mươi
54844,50
54847,đơn vị tiền tệ El Salvador
54876,chút xíu
54878,cân
54879,kg
54882,kilô
54893,đồng Cyprus
54895,đồng Síp
54900,lục
54902,mi-li-lít
54911,đơn vị tiền tệ Costa Rica
54917,đơn vị âm thanh
54918,đơn vị đo âm thanh
54920,NM
54924,dặm đường biển
54929,mi
54930,n.mile
54932,nautical_mile
54935,đơn vị dung tích mét
54937,đơn vị trọng lượng hệ mét
54938,đơn vị đo trọng lượng hệ mét
54942,tiền colon
54943,đồng colon El Salvador
54945,tiền colon
54946,đồng colon Costa Rica
54954,m
54958,centi
54964,tính độc
54967,bảng Ireland
54968,đồng bảng Ireland
54990,tần số
54996,từ độ
55006,đơn vị công suất điện
55009,0
55018,cord
55030,sức ngựa
55038,cái bị chia
55041,piaster
55043,lượng phát hành
55046,ban
55054,mA
55060,thương
55061,thương số
55063,atmosphere
55069,đơn vị dung tích Anh
55070,đơn vị dung tích Anh quốc
55071,đơn vị đo dung tích của Anh
55072,nhúm
55073,dân số
55074,đơn vị bộ nhớ
55076,đơn vị đo bộ nhớ máy tính
55077,đơn vị đo bộ nhớ
55078,lượng xác định
55079,tiền Xi-ri
55080,đơn vị tiền tệ Xi-ri
55089,tiền Ai-len
55090,đơn vị tiền tệ Ai Len
55091,tiền Ái Nhĩ Lan
55092,đơn vị tiền tệ Ái Nhĩ Lan
55096,hệ đo lường mét
55101,cơ số e
55103,hằng số Napier
55118,tí
55130,đơn vị thể tích khô Hoa Kì
55131,đơn vị thể tích khô Hoa Kỳ
55133,đơn vị thể tích khô của Mỹ
55134,đơn vị đo thể tích chất khô của Mĩ
55135,đơn vị đo thể tích chất khô của Mỹ
55150,đơn vị tiền tệ Lebanon
55151,đơn vị tiền tệ Liban
55152,đơn vị tiền tệ Li-băng
55153,tiền Lebanon
55154,tiền Liban
55161,li
55182,thành tích thi đấu
55186,đơn vị đo nhiệt độ
55189,đơn vị đo độ rọi sáng
55190,10000
55195,đơn vị tiền tệ Trung Quốc
55197,tiền Trung Quốc
55198,hệ thống đo lường
55200,hệ thống cân và đo
55201,đơn vị tiền tệ Nga
55204,l
55214,bội số chung
55215,hạn lượng
55217,tiền Thổ Nhĩ Kì
55218,đơn vị tiền tệ Thổ Nhĩ Kì
55232,đơn vị cường độ ánh sáng
55238,vụn
55242,tứ
55243,cú bogey
55248,triệu
55250,1000000
55252,1 trăm vạn
55263,rod
55264,hệ thống đo lường
55265,hệ đo lường
55276,yên
55291,ly
55293,mili
55298,quota
55300,định mức
55304,đơn vị tiền Ru-ma-ni
55305,giới hạn
55312,mile
55313,đơn vị tiền tệ Sudan
55315,đơn vị tiền tệ Xu-đăng
55316,tiền Sudan
55317,tiền Su-đăng
55322,đơn vị tiền tệ Vương quốc Anh
55327,word
55331,nhất
55347,V
55350,đơn vị tiền tệ Lào
55352,đơn vị đo chất lỏng Hoa Kì
55353,đơn vị đo chất lỏng Mĩ
55354,đơn vị đo chất lỏng của Hoa Kỳ
55355,đơn vị đo chất lỏng của Mĩ
55356,đơn vị đo chất lỏng Hoa Kỳ
55358,đơn vị đo chất lỏng của Hoa Kỳ
55363,đơn vị angstrom
55366,bảng Sudan
55370,đơn vị thể tích
55371,đơn vị dung tích
55372,đơn vị đo sức chứa
55375,đơn vị khối
55377,lượng tối thiểu
55386,candle
55391,gạy
55392,cú đánh
55396,pound Ai Cập
55397,đồng bảng Ai Cập
55398,đồng pound Ai Cập
55402,yard khối
55413,đơn vị thể tích khô
55414,đơn vị đo hàng khô
55415,đơn vị thể tích hàng khô
55417,đơn vị trọng lượng
55426,li
55433,hai
55438,đôi
55441,C
55454,mon
55455,phân tử khối
55457,phân tử gam
55458,đồng Lebanon
55469,par
55471,điểm hơn thua
55478,số chín
55481,luồng
55504,1.000.000.000
55512,piastre
55516,bảng Xi-ri
55519,đồng pound Xi-ri
55520,đơn vị độ dài hàng hải
55521,đơn vị đo độ dài hàng hải
55527,đơn vị diện tích
55529,điện vị diện tích
55535,lũy thừa ba
55539,đơn vị năng lượng
55555,ngàn
55556,một nghìn
55557,một ngàn
55559,1.000
55560,Hệ đo lường quốc tế
55561,hệ đo lường quốc tế
55562,Hệ thống đo lường quốc tế
55563,hệ thống đo lường quốc tế
55564,hệ đo quốc tế
55565,hệ SI
55566,SI
55571,dollar
55583,lượng
55585,đơn vị độ dài
55586,đơn vị chiều dài
55587,đơn vị đo độ dài
55588,đơn vị đo chiều dài
55589,tiền Mô-đô-va
55590,đơn vị tiền Mô-đô-va
55591,đơn vị khối lượng
55596,bẩy
55615,bộn
55620,hệ đo thông tin
55623,đơn vị chất lỏng
55624,đơn vị đo chất lỏng
55627,môđun
55634,đơn vị chiều dài hệ mét
55635,đơn vị đo chiều dài hệ mét
55636,đơn vị tiền tệ Ai Cập
55637,tiền Ai Cập
55642,đơn vị hệ mét
55645,đơn vị tiền tệ Việt Nam
55650,đơn vị tiền tệ Đức
55652,đơn vị đo cường độ dòng điện
55653,đa số
55656,đơn vị lực
55657,đơn vị đo lực
55658,tiền Síp
55659,đơn vị tiền Síp
55661,đầy chai
55664,tiền Nhật
55665,đơn vị tiền tệ Nhật
55666,đơn vị tiền tệ Nhật Bản
55669,số hàng in
55675,quarter
55676,quarter Anh
55677,calorie
55690,đơn vị đo độ sáng
55695,erg
55698,đơn vị tiền tệ Brazil
55699,đơn vị cường độ từ
55704,đơn vị góc
55705,đơn vị đo góc
55716,hai mươi ba
55723,33
55746,hàng chục nghìn
55748,vài chục nghìn
55751,vài chục
55754,vài chục triệu
55764,ki-lô-mét vuông
55766,mẫu số bé
55767,mẫu bé
55770,mẫu lớn
55771,mẫu số to
55774,số lớn
55776,số liền trước
55780,số kề trước
55790,quan hệ tương phản
55791,quan hệ đối chọi
55792,quan hệ đối kháng
55796,sự trái ngược
55797,sự tương phản
55798,sự đối chọi
55799,sự đối kháng
55800,sự đối lập
55804,đối chọi
55806,đối lập
55808,hướng đối diện
55812,thâm tình
55821,sự cộng sinh
55825,tỉ lệ
55831,tỉ lệ nghịch
55835,người thứ nhất
55839,sự tranh giành
55841,bắc
55853,số năm
55856,cấp năm
55857,bậc năm
55859,vị trí thứ năm
55861,thứ bốn
55862,số bốn
55863,bốn
55872,đường ngang
55874,quan hệ thân thiết
55875,mối quan hệ thân thiết
55879,hàm sin
55880,tỉ số lượng giác sin
55881,hàm lượng giác sin
55882,cầu nối
55885,tỉ lệ tiêu cự
55887,focal ratio
55888,dạng
55891,sự đồng cảm
55893,sự liên quan
55894,sự kết nối
55895,sự liên quan
55897,quan hệ họ hàng
55900,thức
55901,lối
55906,mối liên hệ
55909,sự liên hệ
55910,quan hệ toán học
55916,quan hệ mức độ
55922,đối ngược
55923,cotang
55924,cotan
55926,hàm cotang
55927,tỉ số lượng giác cotang
55931,số sáu
55940,ngăn cản
55942,kiểm soát
55943,kiềm tỏa
55944,chuẩn đánh giá
55945,tiêu chuẩn đánh giá
55947,thức
55951,tỉ lệ phần trăm
55956,quan hệ lô-gíc
55960,loạt
55966,mối tương quan
55967,sự tương liên
55971,thể lặp
55981,thứ ba
55982,số ba
55988,thức nghi vấn
55989,nghi vấn
55990,quan hệ kết hợp
55993,sự liên kết
55996,sự hợp lại
55998,sự kết hợp
55999,sự kết nối
56005,mức độ phổ cập
56006,tỉ lệ thuận
56014,mệnh lệnh thức
56015,phép tịnh tiến
56019,toán tử đồng nhất
56026,sức sản xuất
56030,hướng tây
56031,chính tây
56033,W
56034,hàm số lượng giác
56036,sự mang ơn
56037,sự mắc nợ
56038,sự hàm ơn
56039,mang ơn
56041,hàm ơn
56042,hợp tác
56045,sự tham gia
56046,sự dính líu
56048,sự dính dáng
56049,thứ bảy
56050,số bảy
56057,thứ bẩy
56058,số bẩy
56062,bậc bẩy
56063,hạng thứ bẩy
56066,tình phụ tử
56067,tình cha con
56075,thành phần cơ bản
56076,đồng vị
56079,quan hệ nhân quả
56080,thì hoàn thành
56084,thước đo
56086,khung đánh giá
56088,thức giả định
56092,phương pháp biện chứng
56093,phép biện chứng
56095,cơ sở
56097,quan hệ cá nhân
56105,chiều hướng
56106,quan hệ tương hỗ
56107,sự tương hỗ
56108,dạng bị động
56119,quan hệ chính trị
56120,dạng chủ động
56125,dính dáng
56126,phần thừa
56129,hàm tang
56130,tỉ số lượng giác tang
56131,hàm số lượng giác tang
56132,tg
56134,sự phụ thuộc lẫn nhau
56138,cosin
56140,hàm cos
56141,tỉ số lượng giác cos
56142,hàm lượng giác cos
56149,hướng chính nam
56150,S
56151,lớn hơn 2
56153,giá trị phần trăm
56163,khối nhiều mặt
56186,hình xòe ra
56190,vết hằn
56191,vết lõm
56198,tính cân đối
56201,hình tam giác
56212,sơ đồ hình cây
56216,hình V
56223,đường móc
56228,khối đa diện đều Platon
56231,khoảng trống
56234,xoắn
56235,xoáy
56236,đường xoắn
56249,hình hai chiều
56259,giao điểm
56260,tập giao
56262,ê líp
56263,ê-líp
56264,êlíp
56266,ô-van
56271,đường ô-van
56273,đường ô van
56275,đường oval
56276,khía hình V
56283,đường xéo
56286,hình xuyến
56287,khối phỏng xuyến
56288,hình phỏng xuyến
56289,cạnh
56294,hình phễu
56303,chấm
56312,quả cầu
56316,vật hình cung
56318,phần đuôi
56321,chỗ lõm
56325,lỗ trống
56332,hình lồi
56338,hốc
56340,lõm
56344,sự đối xứng
56345,sự cân xứng
56347,đường cong kín đơn
56348,đường cong đóng đơn
56351,hình
56357,đường cong khép kín
56359,đường cong đóng
56366,hình vòng cung
56373,hình khối
41829,sự oán hận
56419,hình lõm
56423,vectơ
56507,chứng loạn thị
57128,sự gọn ghẽ
57342,nâm da
57424,bênh xơ cứng
57447,sự thịnh vượng
57470,ốm sơ sơ
57758,bệnh khái huyết
57851,chạy
57912,vua
57966,dịp
58037,sự ô nhiễm không khí
58112,sự nứt nẻ
58125,tính trạng gay go
58158,tệ nạn
58202,sự bảo vệ
58267,bệnh hen
58322,bệnh kiết lị
58339,lên đỉnh
58503,chính quyền tự trị
58516,đau bắp chân
58630,chất cách điện
58736,các-bua
58749,cacbon đioxit
58771,nguyên tố hiđrô
58820,ngà
58904,chất độc
58906,thuốc độc
58959,deuterium oxide
59098,gia vị nêm nếm
59100,độc tố toxin
59101,toxin
59115,phân bón
59152,thuốc tiêm
59228,vi-ta-min tan trong chất béo
59260,chất liệu thấm hút
59440,mùa hè
59482,May
59496,ngày nghỉ phép
59506,khi
59532,thời đại địa chất
59538,tối
59607,phiên trực
59745,thời gian ngắn ngủi
59779,ngày hôm nay
59840,vận
59854,thời chiến tranh
59857,thứ 6
59858,Friday
59863,trang
59868,ngày tháng
59873,đời
59876,năm âm lịch
59879,tuần trăng mới
59881,thuở bé thơ
59882,thuở nhỏ
59884,thời còn bé
59892,giấc ngủ
59894,thời gian ngủ
59895,thời gian chuyển tiếp
59896,giai đoạn hưng thịnh
59921,vận tốc chảy
59924,sức sống
59927,thời hòa bình
59928,tỉ lệ sinh
59939,thời mãn kinh
59944,sự bắt đầu
59949,thời kì cầm quyền
59952,thì giờ nhàn rỗi
59958,giữa mùa đông
59959,giữa đông
59964,thời đoạn trong đời
59976,Dominicus
59981,November
59983,sự yếu dần
59984,sự giảm dần
59992,March
60012,thời gian vận hành
60017,trong khoảng
60018,cuộc đời
60020,tuổi đời
60021,đời
60023,đợt rét
60029,tuổi xuân
60032,tuần làm việc
60035,dương lịch
60036,lịch dương
60050,quãng thời gian xác định
60052,kì nghỉ phép
60053,đợt nghỉ phép
60054,kì nghỉ phép quân ngũ
60058,nhịp đi
60063,ngày xuân phân
60066,ngày ra đời
60074,ngày đi làm
60078,tháng âm lịch
60085,trưởng thành
60090,buổi trưa
60095,vận tốc
60098,ngày 31 tháng Mười Hai
60103,thời kì sơ khai
60107,Pansa
60108,tháng Mười lịch Hindu
60118,kỉ nguyên
60119,kỷ nguyên
60122,thời kì khủng hoảng lớn
60124,thời gian khủng hoảng lớn
60127,pic nic
60128,buổi picnic
60140,một tiết học
60144,tuần hiện tại
60151,tuần kế
60169,thực thể sống
60178,động thực vật bản địa
60179,loài địa phương
60181,vật địa phương
60185,chất liệu
60187,mối liên hệ
60189,truyền thông
60193,sự liên lạc
60202,vật thể tự nhiên
60207,sự thúc đẩy
60214,vật phẩm
60221,đặc tính tâm lí
60231,chổng kềnh
60238,câm lặng
60249,lâm nạn
60254,lầm lạc
60256,lỡ lầm
60261,lỉnh
60266,lẩn khuất
60272,chui nhủi
60279,lây lan
60284,len lỏi
60294,lĩnh ý
60311,lộ
60312,lỡ
60317,lỡ lời
60318,lỡ miệng
60319,lỡ mồm
60323,nhỡ mồm
60331,lược bỏ
60360,mải mê
60395,mến phục
60398,mến yêu
60418,chiêm bao
60421,mộng
60441,mừng hụt
60446,năn nỉ
60484,bổ
60487,nể vì
60513,nghỉ hè
60522,nghĩ quanh nghĩ quẩn
60524,mong
60533,ngồi bó giò
60547,ngồi thần ra
60558,ngồi rốn
60578,ngừng
60599,nhảy chân sáo
60604,nhẩy dựng
60610,nhảy ùm
60612,nhẩy ùm
60613,nhảy phốc
60615,nhẩy phốc
60627,nhiễm bệnh
60643,nuối tiếc
60644,tiếc nuối
60646,thương nhớ
60647,nín bặt
60649,nín lặng
60651,nín thít
60652,nín thin thít
60653,nín thinh
60655,nịnh
60656,nịnh nọt
60657,nịnh đầm
60670,nói cạnh
60705,nói leo
60713,nói lớ lớ
60736,nói quanh
60757,nói tức
60798,ồm chằm
60802,quên bẵng
60827,phát sốt
60838,phỏng
60879,rờ
60903,sút cân
60911,sụt giá
60935,tạ tình
60938,tách biệt
60959,thở than
60982,thấu tình
61005,thù hằn
61006,hằn thù
61013,thúc ép
61021,tiếp máu
61038,hao tổn
61040,tổn
61041,tổn phí
61042,tốn phí
61054,trả nủa
61063,trách quở
61088,tránh nắng
61103,diệt trừ
61137,tức tối
61146,uốn tóc
61147,ưng thuận
61148,ưng chuẩn
61152,tắc
61153,ứ tắc
61156,ước mong
61164,cộc
61165,cụng
61178,vây bủa
61179,bủa vây
